Latitude,Longitude
29.956969553435577,-90.11295734562061
30.011266383314485,-90.07728191476632
29.91458695905421,-90.01854855648119
29.975802650965527,-90.04680638143522
29.96264442348628,-90.09751262655034
30.01809077424076,-89.98442624428031
29.971852894229123,-90.03690439115188
30.028841295454917,-90.04691587323578
30.01181191639416,-90.11966468161673
30.01760026138856,-90.05861767285111
29.999542353235103,-89.97817294639168
29.947878525010246,-90.10507838029203
29.95782043870246,-90.08868048712522
29.94846736919194,-90.02017057251763
30.000921829002785,-90.03782173811194
29.980387029627142,-89.98662946922387
30.02629403895424,-90.02685727187995
29.92553375321696,-90.11415846020236
29.915019710300083,-90.118705097985
29.922123566795154,-89.99850565308981
29.943412228001893,-90.0315789459917
30.020936192087134,-90.08415936145585
29.962823043917805,-90.04635791480378
29.95070464449664,-90.0765159625604
30.030314082406935,-90.00002608924754
29.93478467479913,-90.02160099743762
29.922841018064613,-89.96266122281352
29.93424381652635,-90.04564793310156
29.91342308306402,-90.09072855054751
29.899346008176735,-90.00131995665737
29.93621425992496,-90.12523361257784
29.943693196537843,-90.11736434730695
29.952448518197478,-90.0585486412437
29.98779232069977,-90.11523222272479
29.926825905095683,-89.9850329194507
29.90712143789796,-89.99002486624848
29.918167130927195,-90.00905742043494
29.921551252283447,-90.08196806835129
29.91816501899419,-90.135482532173
29.977329573355128,-90.05761017352903
30.02785068678142,-90.01037385506771
29.98719171467948,-90.0188184025447
30.030153802307787,-90.07132017147117
30.02503914997065,-90.12039763218499
30.00021171419336,-89.99259849338917
29.999636959308788,-90.05893543612342
29.940256313824833,-90.08538862711377
30.000069074887385,-90.0880917595508
29.910443165240114,-90.10251590241332
29.99147223845507,-90.07802255284048
30.04275722165368,-90.02742508080031
29.976934085328228,-90.10656746456996
29.992867636583924,-90.106147414191
29.957529309395124,-90.0287761846047
30.0074473990912,-90.01395921027017
29.999202671636166,-90.0485540473573
29.914035593284794,-89.97777548261088
29.927163523501818,-90.09749205974495
29.97135412780093,-90.07759328635804
30.014638986559536,-90.00350951118077
29.940469725400153,-90.09770421076534
29.97772206544958,-90.00471212987829
30.016446548122918,-90.09553110804269
29.96600213881347,-90.1254907814504
30.023490750698652,-90.10560381841906
29.99048055438633,-90.0311989207011
29.991429255693816,-89.96617570512008
29.962271979077606,-90.06365429187623
29.980147131791846,-90.07038347343071
29.975665083117878,-90.08988362214926
30.01558438943827,-90.04594980213913
29.972473257170154,-90.02084340495209
29.946024819386366,-90.12943856983856
29.926988101975812,-90.06249257337396
30.03090991720797,-90.05858801422394
29.92755314347587,-90.02851032073352
29.92874702241544,-90.13660257316656
29.939376037875963,-90.00524375147145
29.98583186820767,-90.04542922456581
29.932320766190674,-89.99718899223981
29.990285703094926,-90.00358352699143
30.03576713467923,-90.01978602533083
30.009858385767533,-90.0299279547892
30.000074135121327,-90.11376268440233
29.968708616540756,-90.1135179051631
29.935419018935573,-90.11119069575633
29.94907723023281,-90.04409112217387
29.96296940767374,-90.01120390623743
30.00637915038504,-90.0967501958743
29.893991830365202,-89.99150592347794
29.924953499855384,-89.97283015192619
29.94287649557867,-90.06817232777922
30.01792949727032,-90.01856643241422
29.93609982065186,-90.07573809855988
29.992208456502865,-90.06667061722055
29.912826317387253,-89.96600040839319
30.010426606147096,-89.99254707985942
30.020143024902932,-90.0701321234659
29.986873700626845,-90.09613329084985
29.9609603078887,-90.07467963720417
29.973848003533593,-89.99442623309186
29.90492031457001,-89.9736071352282
29.909259267962778,-90.0033862198432
30.001887777152724,-90.00392325325043
30.018290637927,-90.03602778854491
29.951151014329312,-90.00985549204925
29.942900111716583,-90.0540494793409
